"rxddrgid","rxddrug","rxdingfl","rxddci1a","rxddci1b","rxddci1c","rxddci2a","rxddci2b","rxddci2c","rxddci3a","rxddci3b","rxddci3c","rxddci4a","rxddci4b","rxddci4c","rxdici1a","rxdici1b","rxdici1c","rxdici2a","rxdici2b","rxdici2c","rxdici3a","rxdici3b","rxdici3c","rxdici4a","rxdici4b","rxdici4c","rxdici5a","rxdici5b","rxdici5c","rxdici6a","rxdici6b","rxdici6c","rxddcn1a","rxddcn1b","rxddcn1c","rxddcn2a","rxddcn2b","rxddcn2c","rxddcn3a","rxddcn3b","rxddcn3c","rxddcn4a","rxddcn4b","rxddcn4c","rxdicn1a","rxdicn1b","rxdicn1c","rxdicn2a","rxdicn2b","rxdicn2c","rxdicn3a","rxdicn3b","rxdicn3c","rxdicn4a","rxdicn4b","rxdicn4c","rxdicn5a","rxdicn5b","rxdicn5c","rxdicn6a","rxdicn6b","rxdicn6c"
"d03620","ANTAZOLINE; NAPHAZOLINE OPHTHALMIC",2,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03623","ACETIC ACID TOPICAL",1,133,136,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTI-INFECTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTI-INFECTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03625","ACETIC ACID; HYDROCORTISONE OTIC",2,133,148,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,148,170,133,148,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","OTIC STEROIDS WITH ANTI-INFECTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","OTIC ANTI-INFECTIVES","TOPICAL AGENTS","OTIC PREPARATIONS","OTIC STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03627","ANTIPYRINE; BENZOCAINE OTIC",2,133,148,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,148,172,133,148,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","OTIC ANESTHETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","MISCELLANEOUS OTIC AGENTS","TOPICAL AGENTS","OTIC PREPARATIONS","OTIC ANESTHETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03628","ANTIPYRINE; BENZOCAINE; PHENYLEPHRINE OTIC",2,133,148,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,148,172,133,148,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","OTIC ANESTHETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","MISCELLANEOUS OTIC AGENTS","TOPICAL AGENTS","OTIC PREPARATIONS","OTIC ANESTHETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03630","ANHYDROUS CALCIUM IODIDE; CODEINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,122,124,NA,122,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","RESPIRATORY AGENTS","ANTITUSSIVES",NA,"RESPIRATORY AGENTS","EXPECTORANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03632","CETYLPYRIDINIUM TOPICAL",1,133,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","MOUTH AND THROAT PRODUCTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","MOUTH AND THROAT PRODUCTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03640","BUDESONIDE NASAL",1,133,247,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,247,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","NASAL PREPARATIONS","NASAL STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","NASAL PREPARATIONS","NASAL STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03651","CHOLINE SALICYLATE; MAGNESIUM SALICYLATE",2,57,58,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","SALICYLATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","SALICYLATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03652","COLCHICINE; PROBENECID",2,358,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIGOUT AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIGOUT AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03655","LIDOCAINE; PRILOCAINE TOPICAL",2,133,136,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANESTHETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANESTHETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03665","MENTHOL TOPICAL",1,133,136,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL RUBEFACIENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL RUBEFACIENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03676","NALOXONE; PENTAZOCINE",2,57,58,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,105,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESIC COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","MISCELLANEOUS AGENTS","ANTIDOTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03682","ACETAMINOPHEN; PENTAZOCINE",2,57,58,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,59,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESIC COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","MISCELLANEOUS ANALGESICS","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03689","CALCIUM ACETATE",1,105,460,NA,115,117,NA,NA,NA,NA,NA,NA,NA,105,460,NA,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","PHOSPHATE BINDERS",NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","PHOSPHATE BINDERS",NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03694","MEDRYSONE OPHTHALMIC",1,133,147,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03712","CAMPHOR TOPICAL",1,133,136,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL RUBEFACIENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL RUBEFACIENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03735","TRIETHANOLAMINE POLYPEPTIDE OLEATE OTIC",1,133,148,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,148,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","CERUMENOLYTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","CERUMENOLYTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03738","TETRACYCLINE TOPICAL",1,133,136,143,133,136,290,NA,NA,NA,NA,NA,NA,133,136,143,133,136,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ACNE AGENTS","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIBIOTICS",NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ACNE AGENTS","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIBIOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03740","ENALAPRIL; HYDROCHLOROTHIAZIDE",2,40,55,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","ACE INHIBITORS WITH THIAZIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS",NA,"CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03743","PYRIMETHAMINE; SULFADOXINE",2,1,5,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,239,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIMALARIAL AGENTS","ANTIMALARIAL COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIMALARIAL AGENTS","MISCELLANEOUS ANTIMALARIALS","ANTI-INFECTIVES","SULFONAMIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03744","BISOPROLOL; HYDROCHLOROTHIAZIDE",2,40,55,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,274,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","BETA BLOCKERS WITH THIAZIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","BETA BLOCKERS, CARDIOSELECTIVE","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03751","DEXBROMPHENIRAMINE; PSEUDOEPHEDRINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,122,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES",NA,"RESPIRATORY AGENTS","DECONGESTANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03752","TACROLIMUS",1,254,104,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,104,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","CALCINEURIN INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","CALCINEURIN INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03754","ACRIVASTINE; PSEUDOEPHEDRINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,122,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES",NA,"RESPIRATORY AGENTS","DECONGESTANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03756","BACITRACIN TOPICAL",1,133,136,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIBIOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIBIOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03759","SALMETEROL",1,122,125,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,125,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","ADRENERGIC BRONCHODILATORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","ADRENERGIC BRONCHODILATORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03768","OCULAR LUBRICANT",1,133,147,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC LUBRICANTS AND IRRIGATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC LUBRICANTS AND IRRIGATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03770","EMOLLIENTS TOPICAL",1,133,136,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL EMOLLIENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL EMOLLIENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03773","STAVUDINE",1,1,7,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","NRTIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","NRTIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03774","DOXEPIN TOPICAL",1,133,136,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIHISTAMINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIHISTAMINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03775","FAMCICLOVIR",1,1,7,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","PURINE NUCLEOSIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","PURINE NUCLEOSIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03777","POTASSIUM ACETATE",1,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03778","CHLOROTHIAZIDE; METHYLDOPA",2,40,55,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,44,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","ANTIADRENERGIC AGENTS (CENTRAL) WITH THIAZIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, CENTRALLY ACTING",NA,"CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03781","ETHINYL ESTRADIOL; NORGESTIMATE",2,97,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03782","DESOGESTREL; ETHINYL ESTRADIOL",2,97,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03788","CALCIPOTRIENE TOPICAL",1,133,136,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIPSORIATICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIPSORIATICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03789","POTASSIUM GLUCONATE",1,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03800","CALCIUM GLUCONATE",1,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03804","FLUVOXAMINE",1,242,249,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","SSRI ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","SSRI ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03805","DORZOLAMIDE OPHTHALMIC",1,133,147,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC GLAUCOMA AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC GLAUCOMA AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03806","ALBENDAZOLE",1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTHELMINTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTHELMINTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03807","METFORMIN",1,358,99,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","BIGUANIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","BIGUANIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03808","NEFAZODONE",1,242,249,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","PHENYLPIPERAZINE ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","PHENYLPIPERAZINE ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03809","LAMOTRIGINE",1,57,64,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,64,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","TRIAZINE ANTICONVULSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","TRIAZINE ANTICONVULSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03812","DALTEPARIN",1,81,82,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,82,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAGULATION MODIFIERS","ANTICOAGULANTS","HEPARINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAGULATION MODIFIERS","ANTICOAGULANTS","HEPARINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d03814","RIMEXOLONE OPHTHALMIC",1,133,147,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
