"seqn","indfmmpi","indfmmpc","inq300","ind310"
137279,5,3,1,NA
137280,5,3,1,NA
137281,1.93,3,1,NA
137282,1.77,2,2,2
137283,2.29,3,2,4
137284,5,3,2,2
137285,2.71,3,2,2
137286,3.65,3,2,1
137287,NA,3,1,NA
137288,NA,NA,NA,NA
137289,NA,NA,NA,NA
137290,0.6,1,2,2
137291,5,3,1,NA
137292,2.11,3,1,NA
137293,5,3,1,NA
137294,NA,NA,NA,NA
137295,NA,3,2,1
137296,NA,3,9,NA
137297,NA,NA,NA,NA
137298,2.08,3,1,NA
137299,5,3,1,NA
137300,5,3,1,NA
137301,NA,NA,NA,NA
137302,3.86,3,1,NA
137303,NA,1,2,1
137304,1.93,3,2,1
137305,5,3,1,NA
137306,3.41,3,1,NA
137307,1.21,1,2,1
137308,2.74,3,1,NA
137309,1.35,2,2,1
137310,2.47,3,2,1
137311,0.81,1,2,1
137312,5,3,1,NA
137313,NA,NA,NA,NA
137314,3.28,3,1,NA
137315,NA,3,1,NA
137316,1.3,1,2,3
137317,NA,2,1,NA
137318,0.95,1,2,1
137319,2.56,3,1,NA
137320,NA,3,1,NA
137321,0.52,1,2,1
137322,NA,NA,NA,NA
137323,2.34,3,2,2
137324,1.31,2,2,1
137325,NA,3,1,NA
137326,2.41,3,2,1
137327,2.48,3,2,3
137328,0.91,1,2,1
137329,3.44,3,1,NA
137330,1.97,3,2,1
137331,NA,7,1,NA
137332,2.12,3,2,2
137333,4.17,3,2,1
137334,5,3,1,NA
137335,4.26,3,1,NA
137336,0.92,1,2,1
137337,2.92,3,2,3
137338,0.69,1,2,2
137339,1.3,1,2,1
137340,0.67,1,2,1
137341,NA,1,1,NA
137342,NA,1,2,1
137343,5,3,1,NA
137344,4.09,3,2,1
137345,NA,3,1,NA
137346,0.68,1,2,1
137347,2.95,3,1,NA
137348,2.46,3,2,1
137349,3.28,3,1,NA
137350,NA,1,2,99
137351,NA,9,2,2
137352,2.76,3,1,NA
137353,0.79,1,2,1
137354,NA,NA,NA,NA
137355,3.41,3,1,NA
137356,2.21,3,1,NA
137357,1.94,3,2,3
137358,2.48,3,2,3
137359,0,1,2,3
137360,1.12,1,2,1
137361,0.41,1,2,1
137362,NA,NA,NA,NA
137363,1.11,1,2,4
137364,5,3,1,NA
137365,2.59,3,2,3
137366,3.29,3,1,NA
137367,NA,NA,NA,NA
137368,5,3,1,NA
137369,2.19,3,2,1
137370,2.25,3,1,NA
137371,1.64,2,1,NA
137372,0.12,1,2,1
137373,NA,NA,NA,NA
137374,2.41,3,2,1
137375,NA,NA,NA,NA
137376,2.88,3,1,NA
137377,2.56,3,1,NA
137378,0.75,1,2,1
137379,5,3,1,NA
137380,1.68,2,1,NA
137381,5,3,1,NA
137382,0,1,2,1
137383,5,3,1,NA
137384,5,3,1,NA
137385,0.55,1,2,1
137386,5,3,1,NA
137387,4.87,3,1,NA
137388,5,3,1,NA
137389,3.41,3,2,2
137390,2.73,3,1,NA
137391,NA,NA,NA,NA
137392,3.2,3,1,NA
137393,NA,NA,NA,NA
137394,1.22,1,2,1
137395,4.94,3,1,NA
137396,1.16,1,2,3
137397,NA,9,2,2
137398,NA,NA,NA,NA
137399,0,1,2,1
137400,5,3,1,NA
137401,5,3,1,NA
137402,NA,NA,NA,NA
137403,2.87,3,1,NA
137404,1.6,2,2,4
137405,2.59,3,1,NA
137406,1.71,2,1,NA
137407,3.79,3,1,NA
137408,3.29,3,1,NA
137409,2.16,3,1,NA
137410,0.65,1,2,1
137411,2.05,3,1,NA
137412,3.15,3,1,NA
137413,1.61,2,2,1
137414,0.72,1,2,1
137415,2.65,3,1,NA
137416,NA,3,1,NA
137417,3.97,3,2,1
137418,1.07,1,1,NA
137419,2.33,3,2,1
137420,3.13,3,1,NA
137421,1.31,2,2,1
137422,0.9,1,2,1
137423,2.47,3,2,1
137424,0,1,2,1
137425,0.85,1,2,1
137426,1.35,2,2,1
137427,NA,NA,NA,NA
137428,5,3,1,NA
137429,3.54,3,1,NA
137430,1.51,2,2,1
137431,1.45,2,1,NA
137432,2.37,3,1,NA
137433,NA,NA,NA,NA
137434,4.76,3,2,2
137435,5,3,1,NA
137436,1.83,2,1,NA
137437,NA,NA,NA,NA
137438,NA,NA,NA,NA
137439,2.73,3,1,NA
137440,5,3,1,NA
137441,1.01,1,2,1
137442,1.55,2,2,5
137443,2.06,3,1,NA
137444,0.95,1,2,1
137445,NA,NA,NA,NA
137446,1.1,1,2,1
137447,5,3,1,NA
137448,5,3,1,NA
137449,4.32,3,1,NA
137450,NA,3,1,NA
137451,5,3,1,NA
137452,1.51,2,2,2
137453,3.93,3,1,NA
137454,1.68,2,1,NA
137455,3.91,3,1,NA
137456,0.6,1,2,1
137457,2.22,3,1,NA
137458,4.34,3,1,NA
137459,1.49,2,2,2
137460,NA,NA,NA,NA
137461,NA,1,1,NA
137462,NA,NA,NA,NA
137463,5,3,1,NA
137464,0.97,1,2,2
137465,1.2,1,2,1
137466,5,3,1,NA
137467,5,3,1,NA
137468,0.18,1,2,1
137469,0.92,1,2,1
137470,NA,2,1,NA
137471,1.03,1,2,1
137472,4.17,3,1,NA
137473,3.97,3,1,NA
137474,1.14,1,2,1
137475,0.77,1,2,1
137476,2.62,3,1,NA
137477,0.61,1,2,1
137478,3.41,3,1,NA
137479,NA,1,2,1
137480,1.16,1,2,1
137481,0.94,1,2,1
137482,0.77,1,2,1
137483,2.73,3,1,NA
137484,NA,NA,NA,NA
137485,2.6,3,1,NA
137486,0.83,1,2,1
137487,NA,NA,NA,NA
137488,2,3,2,1
137489,3.95,3,1,NA
137490,NA,NA,NA,NA
137491,1.81,2,2,2
137492,NA,NA,NA,NA
137493,0.95,1,2,1
137494,NA,9,9,NA
137495,3.26,3,1,NA
137496,5,3,1,NA
137497,5,3,1,NA
137498,NA,NA,NA,NA
137499,2.74,3,1,NA
137500,NA,3,2,1
137501,2.38,3,1,NA
137502,2.47,3,1,NA
137503,5,3,1,NA
137504,1.23,1,1,NA
137505,5,3,1,NA
137506,NA,NA,NA,NA
137507,5,3,2,1
137508,1.89,3,2,2
137509,NA,NA,NA,NA
137510,3.29,3,1,NA
137511,2.25,3,1,NA
137512,1.4,2,2,1
137513,2.76,3,2,1
137514,0.37,1,2,1
137515,0.58,1,2,1
137516,0.39,1,2,1
137517,4.12,3,2,3
137518,4.37,3,1,NA
137519,2.16,3,1,NA
137520,1.19,1,2,1
137521,1.29,1,2,1
137522,0,1,2,1
137523,5,3,1,NA
137524,0.41,1,2,1
137525,0.91,1,2,1
137526,0,1,2,1
137527,0.76,1,2,1
137528,2.43,3,2,1
137529,NA,1,2,1
137530,0.75,1,2,1
137531,5,3,1,NA
137532,NA,2,1,NA
137533,5,3,1,NA
137534,5,3,1,NA
137535,1.23,1,2,1
137536,1.72,2,2,4
137537,5,3,1,NA
137538,0.81,1,2,1
137539,NA,NA,NA,NA
137540,5,3,1,NA
137541,2.43,3,1,NA
137542,5,3,1,NA
137543,1.22,1,2,1
137544,3.55,3,1,NA
137545,0.81,1,2,1
137546,0.48,1,2,1
137547,4.12,3,1,NA
137548,0.52,1,2,1
137549,NA,NA,NA,NA
137550,3.97,3,2,1
137551,5,3,1,NA
137552,1.95,3,2,4
137553,0.59,1,2,1
137554,NA,NA,NA,NA
137555,1.16,1,2,1
137556,1.37,2,2,3
137557,0.26,1,7,NA
137558,3.14,3,2,3
137559,5,3,1,NA
137560,NA,3,2,3
137561,1.33,2,2,1
137562,4.37,3,1,NA
137563,5,3,1,NA
137564,4.82,3,1,NA
137565,1.51,2,2,2
137566,0.92,1,2,2
137567,0,1,2,1
137568,NA,NA,NA,NA
137569,NA,NA,NA,NA
137570,2.65,3,2,1
137571,1.97,3,2,1
137572,1.22,1,2,3
137573,4.1,3,1,NA
137574,2.59,3,2,1
137575,2.33,3,1,NA
137576,2.08,3,1,NA
137577,1.18,1,9,NA
137578,NA,NA,NA,NA
137579,NA,NA,NA,NA
137580,1.64,2,1,NA
137581,5,3,1,NA
137582,0.18,1,2,1
137583,2.4,3,1,NA
137584,1.77,2,1,NA
137585,5,3,1,NA
137586,5,3,1,NA
137587,0.74,1,2,1
137588,NA,1,2,2
137589,NA,NA,NA,NA
137590,0.66,1,2,1
137591,2.38,3,2,1
137592,5,3,1,NA
137593,2.88,3,1,NA
137594,3.13,3,1,NA
137595,1.82,2,1,NA
137596,NA,9,2,1
137597,NA,1,2,1
137598,5,3,1,NA
137599,0.69,1,2,1
137600,2.59,3,2,3
137601,0.4,1,2,1
137602,NA,NA,NA,NA
137603,0.49,1,2,1
137604,NA,NA,NA,NA
137605,1.06,1,2,1
137606,NA,2,2,3
137607,0.69,1,2,1
137608,1.85,2,2,3
137609,NA,NA,NA,NA
137610,NA,NA,NA,NA
137611,5,3,1,NA
137612,0,1,2,1
137613,1.4,2,2,1
137614,1.3,1,2,1
137615,1.14,1,2,1
137616,0,1,2,1
137617,1.9,3,1,NA
137618,0.91,1,2,3
137619,3.04,3,1,NA
137620,NA,3,1,NA
137621,NA,3,1,NA
137622,1.39,2,1,NA
137623,3.46,3,1,NA
137624,NA,NA,NA,NA
137625,5,3,1,NA
137626,3.91,3,2,1
137627,0.52,1,2,4
137628,5,3,1,NA
137629,0.87,1,2,4
137630,5,3,1,NA
137631,3.6,3,1,NA
137632,3.11,3,1,NA
137633,5,3,2,2
137634,1.57,2,2,1
137635,4.26,3,1,NA
137636,5,3,1,NA
137637,NA,1,2,99
137638,1.17,1,1,NA
137639,0.9,1,2,1
137640,NA,3,1,NA
137641,1.8,2,2,1
137642,NA,NA,NA,NA
137643,NA,3,2,2
137644,1.68,2,1,NA
137645,1.96,3,7,NA
137646,NA,3,1,NA
137647,2.9,3,1,NA
137648,NA,NA,NA,NA
137649,0.63,1,2,1
137650,NA,3,2,4
137651,5,3,1,NA
137652,NA,NA,NA,NA
137653,3.6,3,1,NA
137654,4.59,3,1,NA
137655,2.83,3,2,1
137656,1.07,1,2,3
137657,4.83,3,1,NA
137658,1.45,2,2,1
137659,1.49,2,1,NA
137660,NA,NA,NA,NA
137661,NA,NA,NA,NA
137662,1.71,2,2,1
137663,NA,NA,NA,NA
137664,NA,3,2,5
137665,3.76,3,1,NA
137666,0.44,1,2,1
137667,NA,NA,NA,NA
137668,3.85,3,1,NA
137669,0.85,1,2,77
137670,3.99,3,1,NA
137671,1.9,3,1,NA
137672,0,1,2,1
137673,NA,NA,NA,NA
137674,3.13,3,1,NA
137675,NA,1,2,3
137676,0.79,1,2,1
137677,0.77,1,2,1
137678,NA,NA,NA,NA
137679,1.36,2,2,5
137680,2.88,3,1,NA
137681,1.4,2,1,NA
137682,NA,NA,NA,NA
137683,5,3,2,2
137684,4.32,3,1,NA
137685,2.46,3,2,1
137686,3.14,3,2,5
137687,0.35,1,2,1
137688,1.67,2,2,1
137689,NA,NA,NA,NA
137690,NA,1,2,77
137691,NA,NA,NA,NA
137692,1.41,2,2,1
137693,NA,NA,NA,NA
137694,1.44,2,2,1
137695,2.72,3,1,NA
137696,5,3,1,NA
137697,NA,NA,NA,NA
137698,2.62,3,2,77
137699,0.62,1,2,1
137700,4.5,3,2,3
137701,0.5,1,2,1
137702,2.33,3,2,4
137703,5,3,1,NA
137704,0.86,1,2,1
137705,1.24,1,2,1
137706,1.05,1,2,1
137707,0.43,1,2,1
137708,1.21,1,2,1
137709,NA,NA,NA,NA
137710,NA,1,2,1
137711,4.56,3,1,NA
137712,NA,NA,NA,NA
137713,2.75,3,2,5
137714,NA,NA,NA,NA
137715,4.19,3,1,NA
137716,1.11,1,2,1
137717,NA,3,1,NA
137718,NA,3,1,NA
137719,2.83,3,2,4
137720,NA,3,1,NA
137721,1.73,2,2,1
137722,2.08,3,1,NA
137723,NA,3,1,NA
137724,2.22,3,2,1
137725,4.94,3,1,NA
137726,0.46,1,2,1
137727,NA,NA,NA,NA
137728,NA,NA,NA,NA
137729,1.12,1,2,1
137730,0,1,2,1
137731,2.08,3,2,3
137732,2.8,3,2,2
137733,0.1,1,2,1
137734,5,3,1,NA
137735,3.97,3,1,NA
137736,2.95,3,1,NA
137737,2.65,3,1,NA
137738,2.27,3,2,4
137739,3.04,3,2,3
137740,2.49,3,2,1
137741,NA,3,2,1
137742,1.15,1,2,1
137743,4,3,1,NA
137744,0.24,1,2,1
137745,2.62,3,1,NA
137746,5,3,2,2
137747,0.46,1,2,1
137748,1.15,1,2,2
137749,0.88,1,2,3
137750,0.3,1,2,1
137751,NA,3,1,NA
137752,4.5,3,2,1
137753,0.63,1,2,1
137754,0.2,1,2,1
137755,4.59,3,2,1
137756,3.03,3,1,NA
137757,1.77,2,2,3
137758,3.41,3,2,2
137759,1.71,2,2,3
137760,NA,NA,NA,NA
137761,NA,2,2,1
137762,1.29,1,2,2
137763,NA,NA,NA,NA
137764,0,1,2,1
137765,1.1,1,1,NA
137766,1.02,1,2,2
137767,2.81,3,1,NA
137768,NA,NA,NA,NA
137769,5,3,1,NA
137770,2.61,3,1,NA
137771,NA,NA,NA,NA
137772,0.26,1,2,1
137773,0.74,1,2,1
137774,4,3,2,5
137775,NA,2,2,1
137776,4,3,1,NA
137777,NA,3,7,NA
137778,0.65,1,2,1
137779,1.4,2,2,1
137780,0.82,1,2,1
137781,NA,3,2,2
137782,NA,2,1,NA
137783,3.44,3,1,NA
137784,1.65,2,1,NA
137785,4.1,3,1,NA
137786,NA,NA,NA,NA
137787,2.65,3,2,4
137788,3.04,3,2,2
137789,4.59,3,1,NA
137790,0.68,1,2,1
137791,5,3,1,NA
137792,NA,9,2,5
137793,3.29,3,1,NA
137794,1.31,2,1,NA
137795,3.41,3,1,NA
137796,0.44,1,2,1
137797,4.83,3,1,NA
137798,1.52,2,2,2
137799,2.01,3,9,NA
137800,5,3,1,NA
137801,0.83,1,2,1
137802,1.8,2,2,1
137803,5,3,1,NA
137804,NA,NA,NA,NA
137805,0.6,1,2,1
137806,1.86,3,2,1
137807,5,3,1,NA
137808,1.56,2,1,NA
137809,1.07,1,1,NA
137810,3.86,3,2,5
137811,NA,3,1,NA
137812,1.45,2,2,1
137813,NA,NA,NA,NA
137814,0.58,1,2,1
137815,NA,NA,NA,NA
137816,5,3,1,NA
137817,NA,9,2,99
137818,2.22,3,1,NA
137819,NA,1,2,99
137820,3.38,3,1,NA
137821,0,1,2,1
137822,0.75,1,2,1
137823,4.26,3,2,4
137824,NA,NA,NA,NA
137825,NA,1,2,1
137826,1.06,1,2,1
137827,NA,1,2,1
137828,1.73,2,2,1
137829,NA,NA,NA,NA
137830,NA,2,2,5
137831,5,3,1,NA
137832,0,1,1,NA
137833,1.43,2,2,3
137834,NA,1,2,1
137835,1.31,2,2,1
137836,NA,NA,NA,NA
137837,1.58,2,1,NA
137838,1.85,2,2,1
137839,3.8,3,2,3
137840,5,3,2,2
137841,2.33,3,2,2
137842,0.68,1,2,1
137843,5,3,1,NA
137844,NA,NA,NA,NA
137845,4.34,3,1,NA
137846,1.86,3,2,1
137847,NA,3,2,4
137848,NA,3,1,NA
137849,2.47,3,2,3
137850,NA,3,1,NA
137851,2.08,3,2,1
137852,NA,7,7,NA
137853,NA,3,1,NA
137854,2.4,3,1,NA
137855,NA,3,2,3
137856,0,1,2,1
137857,2.4,3,2,1
137858,3.4,3,2,1
137859,0.34,1,2,1
137860,5,3,1,NA
137861,1.2,1,2,1
137862,4.06,3,1,NA
137863,0.97,1,2,1
137864,0.52,1,2,1
137865,1.43,2,2,1
137866,NA,1,2,1
137867,2.9,3,1,NA
137868,NA,1,2,1
137869,NA,1,2,1
137870,NA,NA,NA,NA
137871,0.45,1,2,1
137872,5,3,1,NA
137873,NA,3,1,NA
137874,5,3,1,NA
137875,3.53,3,1,NA
137876,5,3,1,NA
137877,5,3,1,NA
137878,NA,NA,NA,NA
137879,NA,7,7,NA
137880,1.45,2,2,1
137881,1.64,2,2,1
137882,NA,3,1,NA
137883,2.13,3,2,1
137884,5,3,1,NA
137885,0.58,1,2,1
137886,4.43,3,1,NA
137887,NA,9,2,2
137888,NA,NA,NA,NA
137889,0.77,1,2,1
137890,NA,3,1,NA
137891,1.81,2,2,1
137892,1.91,3,1,NA
137893,2.65,3,2,2
137894,NA,3,1,NA
137895,5,3,1,NA
137896,2.64,3,2,1
137897,2.9,3,1,NA
137898,1.63,2,2,1
137899,NA,3,1,NA
137900,1.28,1,2,4
137901,0.1,1,2,1
137902,2.58,3,2,1
137903,3.03,3,1,NA
137904,4.38,3,1,NA
137905,4.26,3,1,NA
137906,5,3,1,NA
137907,4.76,3,1,NA
137908,0.79,1,2,1
137909,3.93,3,2,3
137910,5,3,7,NA
137911,NA,NA,NA,NA
137912,NA,NA,NA,NA
137913,NA,3,2,4
137914,2.33,3,2,1
137915,NA,NA,NA,NA
137916,2.86,3,1,NA
137917,1.29,1,2,1
137918,0.83,1,2,1
137919,1.29,1,2,2
137920,5,3,1,NA
137921,3.83,3,2,4
137922,1.11,1,2,1
137923,5,3,1,NA
137924,4,3,1,NA
137925,3.41,3,2,2
137926,3.74,3,1,NA
137927,2.59,3,2,3
137928,1.54,2,2,1
137929,0.6,1,2,2
137930,0.94,1,2,1
137931,0.83,1,2,1
137932,1.49,2,2,1
137933,0.55,1,1,NA
137934,3.28,3,2,4
137935,2.9,3,1,NA
137936,4.26,3,1,NA
137937,0.72,1,2,1
137938,NA,2,2,1
137939,0.26,1,2,5
137940,NA,1,2,1
137941,NA,3,2,77
137942,2.8,3,1,NA
137943,5,3,2,2
137944,1.85,2,2,77
137945,NA,2,1,NA
137946,NA,NA,NA,NA
137947,1.15,1,1,NA
137948,NA,NA,NA,NA
137949,0.31,1,7,NA
137950,NA,NA,NA,NA
137951,0.18,1,2,1
137952,2.43,3,1,NA
137953,2.41,3,1,NA
137954,5,3,1,NA
137955,1.11,1,2,4
137956,0.59,1,2,1
137957,NA,3,1,NA
137958,NA,9,9,NA
137959,3.04,3,1,NA
137960,2.73,3,1,NA
137961,0.46,1,2,1
137962,1.97,3,2,1
137963,NA,NA,NA,NA
137964,0.65,1,2,1
137965,5,3,1,NA
137966,1.31,2,2,4
137967,NA,3,1,NA
137968,1.04,1,2,3
137969,NA,7,2,77
137970,5,3,1,NA
137971,1.94,3,1,NA
137972,1.03,1,2,1
137973,5,3,1,NA
137974,NA,NA,NA,NA
137975,NA,NA,NA,NA
137976,2.88,3,1,NA
137977,1.41,2,2,1
137978,NA,NA,NA,NA
137979,1.3,1,2,2
137980,0.6,1,2,1
137981,2.68,3,1,NA
137982,1.18,1,2,1
137983,1.64,2,2,1
137984,NA,3,1,NA
137985,1.86,3,1,NA
137986,NA,9,2,1
137987,1.3,1,2,1
137988,2.68,3,1,NA
137989,NA,NA,NA,NA
137990,3.85,3,1,NA
137991,1.24,1,1,NA
137992,3.34,3,1,NA
137993,3.6,3,1,NA
137994,0.96,1,2,1
137995,2.39,3,7,NA
137996,2.4,3,1,NA
137997,5,3,1,NA
137998,0.86,1,2,1
137999,1.24,1,2,5
138000,2.06,3,1,NA
138001,1.76,2,2,4
138002,NA,1,2,1
138003,0.77,1,2,4
138004,0.6,1,2,2
138005,5,3,1,NA
138006,NA,NA,NA,NA
138007,1.29,1,2,1
138008,NA,1,2,1
138009,NA,9,2,99
138010,3.6,3,2,4
138011,1.6,2,2,1
138012,NA,3,1,NA
138013,1.97,3,2,1
138014,1.35,2,2,1
138015,NA,3,7,NA
138016,4.72,3,1,NA
138017,5,3,1,NA
138018,3.36,3,1,NA
138019,3.62,3,1,NA
138020,2.22,3,1,NA
138021,0,1,2,1
138022,1.48,2,1,NA
138023,5,3,1,NA
138024,NA,3,7,NA
138025,NA,3,1,NA
138026,0.65,1,2,1
138027,4.59,3,1,NA
138028,5,3,2,2
138029,2.64,3,2,1
138030,1.4,2,2,1
138031,2.64,3,2,1
138032,0,1,2,4
138033,5,3,1,NA
138034,2.88,3,2,1
138035,3.03,3,1,NA
138036,5,3,1,NA
138037,5,3,1,NA
138038,4.26,3,1,NA
138039,4.53,3,2,3
138040,NA,2,9,NA
138041,4.17,3,1,NA
138042,NA,NA,NA,NA
138043,1.29,1,2,1
138044,2.88,3,2,3
138045,1.94,3,2,3
138046,1.89,3,2,1
138047,3.27,3,1,NA
138048,5,3,1,NA
138049,5,3,2,1
138050,1.1,1,2,1
138051,NA,9,9,NA
138052,1.94,3,2,3
138053,NA,3,1,NA
138054,5,3,1,NA
138055,NA,NA,NA,NA
138056,1.68,2,2,1
138057,2.76,3,1,NA
138058,4.56,3,1,NA
138059,NA,NA,NA,NA
138060,NA,NA,NA,NA
138061,2.56,3,1,NA
138062,2.47,3,2,1
138063,0.63,1,2,1
138064,3.29,3,1,NA
138065,1.21,1,2,1
138066,NA,NA,NA,NA
138067,0.84,1,2,1
138068,1.14,1,2,1
138069,3.95,3,1,NA
138070,4.53,3,1,NA
138071,2.4,3,1,NA
138072,2.47,3,2,3
138073,0.4,1,1,NA
138074,NA,1,2,1
138075,3.22,3,1,NA
138076,5,3,2,4
138077,2.88,3,2,1
138078,0.74,1,2,1
138079,NA,2,2,1
138080,2.38,3,2,5
138081,5,3,1,NA
138082,NA,NA,NA,NA
138083,2.59,3,1,NA
138084,NA,3,1,NA
138085,2.51,3,2,1
138086,3.93,3,1,NA
138087,5,3,1,NA
138088,NA,3,1,NA
138089,1.77,2,1,NA
138090,0.33,1,2,1
138091,4.59,3,1,NA
138092,4.56,3,1,NA
138093,NA,NA,NA,NA
138094,4.83,3,1,NA
138095,4.42,3,2,3
138096,2.22,3,1,NA
138097,NA,2,1,NA
138098,NA,NA,NA,NA
138099,NA,1,2,1
138100,1.71,2,2,1
138101,3.13,3,2,1
138102,NA,NA,NA,NA
138103,3.93,3,1,NA
138104,5,3,1,NA
138105,1.08,1,2,1
138106,3.97,3,2,3
138107,1.69,2,1,NA
138108,2.73,3,2,3
138109,0.39,1,2,1
138110,5,3,1,NA
138111,2.91,3,1,NA
138112,NA,3,1,NA
138113,2.6,3,2,4
138114,NA,3,1,NA
138115,NA,1,2,1
138116,NA,3,1,NA
138117,3.93,3,1,NA
138118,NA,NA,NA,NA
138119,2.1,3,1,NA
138120,3.28,3,2,3
138121,NA,NA,NA,NA
138122,5,3,1,NA
138123,NA,2,2,2
138124,3.48,3,1,NA
138125,NA,NA,NA,NA
138126,3.6,3,2,2
138127,1.56,2,1,NA
138128,1.58,2,2,1
138129,0,1,2,2
138130,1.73,2,7,NA
138131,NA,3,2,1
138132,3.93,3,1,NA
138133,NA,NA,NA,NA
138134,4.87,3,2,77
138135,1.31,2,2,3
138136,1.25,1,2,1
138137,5,3,1,NA
138138,2.61,3,2,4
138139,3.53,3,2,3
138140,NA,9,9,NA
138141,NA,NA,NA,NA
138142,1.01,1,2,1
138143,0.71,1,2,1
138144,4.94,3,2,2
138145,3.27,3,1,NA
138146,5,3,2,77
138147,3.07,3,1,NA
138148,0.52,1,2,1
138149,NA,NA,NA,NA
138150,0.52,1,2,1
138151,NA,3,1,NA
138152,1.86,3,2,2
138153,5,3,1,NA
138154,0.58,1,2,1
138155,2.64,3,2,1
138156,NA,NA,NA,NA
138157,1.41,2,1,NA
138158,1.93,3,2,1
138159,1.58,2,2,1
138160,5,3,1,NA
138161,2.62,3,1,NA
138162,NA,3,1,NA
138163,NA,1,2,1
138164,0.18,1,2,1
138165,2.08,3,2,1
138166,3.17,3,2,1
138167,1.75,2,2,1
138168,1.74,2,2,1
138169,2.72,3,2,4
138170,1.08,1,2,1
138171,2.61,3,2,1
138172,1.76,2,2,2
138173,2.8,3,1,NA
138174,5,3,1,NA
138175,3.03,3,2,1
138176,NA,NA,NA,NA
138177,5,3,1,NA
138178,5,3,1,NA
138179,5,3,1,NA
138180,4.17,3,2,2
138181,5,3,1,NA
138182,NA,NA,NA,NA
138183,NA,3,1,NA
138184,5,3,1,NA
138185,5,3,1,NA
138186,1.85,2,2,1
138187,2.05,3,1,NA
138188,4.26,3,1,NA
138189,1.82,2,1,NA
138190,1.7,2,2,1
138191,5,3,1,NA
138192,1.16,1,2,1
138193,0.5,1,2,1
138194,NA,3,2,3
138195,1.49,2,1,NA
138196,NA,3,2,4
138197,4.11,3,1,NA
138198,3.28,3,1,NA
138199,5,3,1,NA
138200,NA,NA,NA,NA
138201,1.11,1,2,1
138202,4.66,3,2,3
138203,0.83,1,2,1
138204,4.26,3,2,5
138205,3.11,3,1,NA
138206,0.97,1,2,2
138207,3.13,3,2,1
138208,5,3,1,NA
138209,3.93,3,1,NA
138210,NA,NA,NA,NA
138211,5,3,1,NA
138212,5,3,2,1
138213,NA,NA,NA,NA
138214,0.66,1,2,1
138215,1.61,2,2,1
138216,0.67,1,2,1
138217,2.16,3,2,5
138218,5,3,1,NA
138219,3.17,3,1,NA
138220,0.95,1,2,1
138221,0.98,1,2,1
138222,0.58,1,2,1
138223,1.37,2,1,NA
138224,3.6,3,2,4
138225,NA,NA,NA,NA
138226,1.51,2,2,1
138227,NA,2,1,NA
138228,5,3,2,1
138229,4.86,3,1,NA
138230,0.21,1,7,NA
138231,1.73,2,2,4
138232,2.3,3,1,NA
138233,NA,2,1,NA
138234,0.44,1,2,1
138235,NA,NA,NA,NA
138236,1.16,1,2,5
138237,NA,9,9,NA
138238,0.92,1,2,77
138239,3.41,3,1,NA
138240,5,3,1,NA
138241,2.87,3,2,4
138242,5,3,1,NA
138243,0.74,1,2,1
138244,3.95,3,1,NA
138245,2.38,3,2,1
138246,5,3,1,NA
138247,2.39,3,2,1
138248,0.8,1,2,1
138249,1.97,3,1,NA
138250,5,3,2,4
138251,2.23,3,1,NA
138252,3.06,3,2,1
138253,5,3,1,NA
138254,5,3,1,NA
138255,0.94,1,2,1
138256,3.23,3,1,NA
138257,0.91,1,2,1
138258,1.93,3,1,NA
138259,NA,1,2,1
138260,4.69,3,1,NA
138261,0.94,1,2,1
138262,0.82,1,2,1
138263,0.51,1,2,1
138264,NA,3,1,NA
138265,0.86,1,2,1
138266,NA,NA,NA,NA
138267,2.33,3,2,2
138268,2.65,3,2,3
138269,1.77,2,1,NA
138270,5,3,1,NA
138271,0.46,1,2,1
138272,2.43,3,2,5
138273,2.61,3,1,NA
138274,0.73,1,2,1
138275,1.02,1,2,2
138276,5,3,1,NA
138277,5,3,1,NA
138278,NA,1,2,1
138279,1.02,1,2,3
138280,NA,3,1,NA
138281,5,3,1,NA
138282,NA,2,1,NA
138283,0.66,1,2,1
138284,5,3,1,NA
138285,0.66,1,2,1
138286,NA,1,2,1
138287,2.13,3,1,NA
138288,1.86,3,2,1
138289,4.06,3,1,NA
138290,5,3,1,NA
138291,5,3,1,NA
138292,5,3,1,NA
138293,1.94,3,1,NA
138294,0.18,1,2,1
138295,0,1,2,1
138296,NA,3,1,NA
138297,NA,NA,NA,NA
138298,1.88,3,1,NA
138299,NA,9,9,NA
138300,1.59,2,1,NA
138301,NA,NA,NA,NA
138302,NA,3,1,NA
138303,5,3,1,NA
138304,1.2,1,2,4
138305,1.12,1,2,1
138306,2.6,3,2,3
138307,NA,1,2,1
138308,2.22,3,1,NA
138309,2,3,2,1
138310,3.17,3,2,5
138311,1.29,1,2,1
138312,5,3,1,NA
138313,5,3,1,NA
138314,1.26,1,2,1
138315,5,3,1,NA
138316,5,3,2,4
138317,1.49,2,2,1
138318,NA,NA,NA,NA
138319,1.87,3,2,1
138320,3.04,3,1,NA
138321,2.83,3,1,NA
138322,2.34,3,2,2
138323,0.33,1,2,1
138324,1.12,1,2,4
138325,2.38,3,1,NA
138326,NA,NA,NA,NA
138327,0.49,1,2,1
138328,NA,1,7,NA
138329,2.61,3,2,1
138330,5,3,1,NA
138331,5,3,1,NA
138332,0.35,1,2,1
138333,5,3,1,NA
138334,4.59,3,1,NA
138335,1.45,2,1,NA
138336,2.8,3,1,NA
